,CGB
2018-01-02 05:56:00,14454.6339108
2018-01-02 05:57:00,14466.8200108
2018-01-02 05:58:00,14460.7269608
2018-01-02 05:59:00,14442.4478108
2018-01-02 06:00:00,14442.4478108
2018-01-02 06:01:00,14436.3547608
2018-01-02 06:02:00,14442.4478108
2018-01-02 06:03:00,14424.1686608
2018-01-02 06:04:00,14442.4478108
2018-01-02 06:05:00,14448.5408607
2018-01-02 06:06:00,14442.4478108
2018-01-02 06:07:00,14442.4478108
2018-01-02 06:08:00,14436.3547608
2018-01-02 06:09:00,14442.4478108
2018-01-02 06:10:00,14442.4478108
2018-01-02 06:11:00,14442.4478108
2018-01-02 06:12:00,14460.7269608
2018-01-02 06:13:00,14454.6339108
2018-01-02 06:14:00,14454.6339108
2018-01-02 06:15:00,14454.6339108
2018-01-02 06:16:00,14454.6339108
2018-01-02 06:17:00,14454.6339108
2018-01-02 06:18:00,14448.5408607
2018-01-02 06:19:00,14448.5408607
2018-01-02 06:20:00,14454.6339108
2018-01-02 06:21:00,14460.7269608
2018-01-02 06:22:00,14454.6339108
2018-01-02 06:23:00,14442.4478108
2018-01-02 06:24:00,14442.4478108
2018-01-02 06:25:00,14442.4478108
2018-01-02 06:26:00,14442.4478108
2018-01-02 06:27:00,14442.4478108
2018-01-02 06:28:00,14460.7269608
2018-01-02 06:29:00,14460.7269608
2018-01-02 06:30:00,14460.7269608
2018-01-02 06:31:00,14460.7269608
2018-01-02 06:32:00,14466.8200108
2018-01-02 06:33:00,14454.6339108
2018-01-02 06:34:00,14442.4478108
2018-01-02 06:35:00,14411.9825607
2018-01-02 06:36:00,14399.7964607
2018-01-02 06:37:00,14424.1686608
2018-01-02 06:38:00,14436.3547608
2018-01-02 06:39:00,14442.4478108
2018-01-02 06:40:00,14436.3547608
2018-01-02 06:41:00,14430.2617107
2018-01-02 06:42:00,14418.0756108
2018-01-02 06:43:00,14411.9825607
2018-01-02 06:44:00,14405.8895108
2018-01-02 06:45:00,14405.8895108
2018-01-02 06:46:00,14418.0756108
2018-01-02 06:47:00,14424.1686608
2018-01-02 06:48:00,14436.3547608
2018-01-02 06:49:00,14442.4478108
2018-01-02 06:50:00,14436.3547608
2018-01-02 06:51:00,14436.3547608
2018-01-02 06:52:00,14442.4478108
2018-01-02 06:53:00,14436.3547608
2018-01-02 06:54:00,14436.3547608
2018-01-02 06:55:00,14451.5873858
2018-01-02 06:56:00,14454.6339108
2018-01-02 06:57:00,14448.5408607
2018-01-02 06:58:00,14454.6339108
2018-01-02 06:59:00,14454.6339108
2018-01-02 07:00:00,14454.6339108
2018-01-02 07:01:00,14454.6339108
2018-01-02 07:02:00,14457.6804358
2018-01-02 07:03:00,14460.7269608
2018-01-02 07:04:00,14454.6339108
2018-01-02 07:05:00,14454.6339108
2018-01-02 07:06:00,14454.6339108
2018-01-02 07:07:00,14448.5408607
2018-01-02 07:08:00,14436.3547608
2018-01-02 07:09:00,14442.4478108
2018-01-02 07:10:00,14460.7269608
2018-01-02 07:11:00,14454.6339108
2018-01-02 07:12:00,14454.6339108
2018-01-02 07:13:00,14460.7269608
2018-01-02 07:14:00,14454.6339108
2018-01-02 07:15:00,14454.6339108
2018-01-02 07:16:00,14454.6339108
2018-01-02 07:17:00,14454.6339108
2018-01-02 07:18:00,14454.6339108
2018-01-02 07:19:00,14454.6339108
2018-01-02 07:20:00,14454.6339108
2018-01-02 07:21:00,14466.8200108
2018-01-02 07:22:00,14472.9130607
2018-01-02 07:23:00,14466.8200108
2018-01-02 07:24:00,14485.0991608
2018-01-02 07:25:00,14503.3783108
2018-01-02 07:26:00,14515.5644108
2018-01-02 07:27:00,14509.4713607
2018-01-02 07:28:00,14503.3783108
2018-01-02 07:29:00,14503.3783108
2018-01-02 07:30:00,14521.6574608
2018-01-02 07:31:00,14521.6574608
2018-01-02 07:32:00,14515.5644108
2018-01-02 07:33:00,14509.4713607
2018-01-02 07:34:00,14503.3783108
2018-01-02 07:35:00,14503.3783108
2018-01-02 07:36:00,14503.3783108
2018-01-02 07:37:00,14497.2852607
2018-01-02 07:38:00,14491.1922107
2018-01-02 07:39:00,14497.2852607
2018-01-02 07:40:00,14485.0991608
2018-01-02 07:41:00,14479.0061107
2018-01-02 07:42:00,14460.7269608
2018-01-02 07:43:00,14454.6339108
2018-01-02 07:44:00,14454.6339108
2018-01-02 07:45:00,14454.6339108
2018-01-02 07:46:00,14454.6339108
2018-01-02 07:47:00,14454.6339108
2018-01-02 07:48:00,14454.6339108
2018-01-02 07:49:00,14454.6339108
2018-01-02 07:50:00,14466.8200108
2018-01-02 07:51:00,14460.7269608
2018-01-02 07:52:00,14472.9130607
2018-01-02 07:53:00,14466.8200108
2018-01-02 07:54:00,14466.8200108
2018-01-02 07:55:00,14466.8200108
2018-01-02 07:56:00,14472.9130607
2018-01-02 07:57:00,14472.9130607
2018-01-02 07:58:00,14472.9130607
2018-01-02 07:59:00,14472.9130607
2018-01-02 08:00:00,14472.9130607
2018-01-02 08:01:00,14472.9130607
2018-01-02 08:02:00,14472.9130607
2018-01-02 08:03:00,14472.9130607
2018-01-02 08:04:00,14472.9130607
2018-01-02 08:05:00,14485.0991608
2018-01-02 08:06:00,14472.9130607
2018-01-02 08:07:00,14466.8200108
2018-01-02 08:08:00,14472.9130607
2018-01-02 08:09:00,14472.9130607
2018-01-02 08:10:00,14472.9130607
2018-01-02 08:11:00,14472.9130607
2018-01-02 08:12:00,14472.9130607
2018-01-02 08:13:00,14472.9130607
2018-01-02 08:14:00,14485.0991608
2018-01-02 08:15:00,14485.0991608
2018-01-02 08:16:00,14488.1456857
2018-01-02 08:17:00,14491.1922107
2018-01-02 08:18:00,14491.1922107
2018-01-02 08:19:00,14485.0991608
2018-01-02 08:20:00,14491.1922107
2018-01-02 08:21:00,14491.1922107
2018-01-02 08:22:00,14497.2852607
2018-01-02 08:23:00,14485.0991608
2018-01-02 08:24:00,14485.0991608
2018-01-02 08:25:00,14479.0061107
2018-01-02 08:26:00,14479.0061107
2018-01-02 08:27:00,14479.0061107
2018-01-02 08:28:00,14479.0061107
2018-01-02 08:29:00,14472.9130607
2018-01-02 08:30:00,14466.8200108
2018-01-02 08:31:00,14466.8200108
2018-01-02 08:32:00,14472.9130607
2018-01-02 08:33:00,14472.9130607
2018-01-02 08:34:00,14460.7269608
2018-01-02 08:35:00,14454.6339108
2018-01-02 08:36:00,14466.8200108
2018-01-02 08:37:00,14460.7269608
2018-01-02 08:38:00,14454.6339108
2018-01-02 08:39:00,14466.8200108
2018-01-02 08:40:00,14460.7269608
2018-01-02 08:41:00,14460.7269608
2018-01-02 08:42:00,14460.7269608
2018-01-02 08:43:00,14454.6339108
2018-01-02 08:44:00,14448.5408607
2018-01-02 08:45:00,14451.5873858
2018-01-02 08:46:00,14448.5408607
2018-01-02 08:47:00,14436.3547608
2018-01-02 08:48:00,14405.8895108
2018-01-02 08:49:00,14418.0756108
2018-01-02 08:50:00,14393.7034107
2018-01-02 08:51:00,14402.8429857
2018-01-02 08:52:00,14399.7964607
2018-01-02 08:53:00,14399.7964607
2018-01-02 08:54:00,14399.7964607
2018-01-02 08:55:00,14399.7964607
2018-01-02 08:56:00,14405.8895108
2018-01-02 08:57:00,14405.8895108
2018-01-02 08:58:00,14405.8895108
2018-01-02 08:59:00,14390.6568858
2018-01-02 09:00:00,14387.6103608
2018-01-02 09:01:00,14351.0520608
2018-01-02 09:02:00,14351.0520608
2018-01-02 09:03:00,14344.9590107
2018-01-02 09:04:00,14351.0520608
2018-01-02 09:05:00,14363.2381607
2018-01-02 09:06:00,14363.2381607
2018-01-02 09:07:00,14363.2381607
2018-01-02 09:08:00,14369.3312108
2018-01-02 09:09:00,14363.2381607
2018-01-02 09:10:00,14369.3312108
2018-01-02 09:11:00,14369.3312108
2018-01-02 09:12:00,14369.3312108
2018-01-02 09:13:00,14369.3312108
2018-01-02 09:14:00,14363.2381607
2018-01-02 09:15:00,14351.0520608
2018-01-02 09:16:00,14351.0520608
2018-01-02 09:17:00,14351.0520608
2018-01-02 09:18:00,14351.0520608
2018-01-02 09:19:00,14375.4242607
2018-01-02 09:20:00,14393.7034107
2018-01-02 09:21:00,14375.4242607
2018-01-02 09:22:00,14381.5173108
2018-01-02 09:23:00,14381.5173108
2018-01-02 09:24:00,14381.5173108
2018-01-02 09:25:00,14357.1451107
2018-01-02 09:26:00,14369.3312108
2018-01-02 09:27:00,14387.6103608
2018-01-02 09:28:00,14393.7034107
2018-01-02 09:29:00,14393.7034107
2018-01-02 09:30:00,14399.7964607
2018-01-02 09:31:00,14393.7034107
2018-01-02 09:32:00,14393.7034107
2018-01-02 09:33:00,14399.7964607
2018-01-02 09:34:00,14405.8895108
2018-01-02 09:35:00,14399.7964607
2018-01-02 09:36:00,14402.8429857
2018-01-02 09:37:00,14418.0756108
2018-01-02 09:38:00,14424.1686608
2018-01-02 09:39:00,14424.1686608
2018-01-02 09:40:00,14424.1686608
2018-01-02 09:41:00,14418.0756108
2018-01-02 09:42:00,14418.0756108
2018-01-02 09:43:00,14418.0756108
2018-01-02 09:44:00,14424.1686608
2018-01-02 09:45:00,14424.1686608
2018-01-02 09:46:00,14430.2617107
2018-01-02 09:47:00,14430.2617107
2018-01-02 09:48:00,14442.4478108
2018-01-02 09:49:00,14442.4478108
2018-01-02 09:50:00,14436.3547608
2018-01-02 09:51:00,14405.8895108
2018-01-02 09:52:00,14405.8895108
2018-01-02 09:53:00,14411.9825607
2018-01-02 09:54:00,14405.8895108
2018-01-02 09:55:00,14399.7964607
2018-01-02 09:56:00,14399.7964607
2018-01-02 09:57:00,14399.7964607
2018-01-02 09:58:00,14399.7964607
2018-01-02 09:59:00,14399.7964607
2018-01-02 10:00:00,14399.7964607
2018-01-02 10:01:00,14399.7964607
2018-01-02 10:02:00,14399.7964607
2018-01-02 10:03:00,14399.7964607
2018-01-02 10:04:00,14393.7034107
2018-01-02 10:05:00,14351.0520608
2018-01-02 10:06:00,14369.3312108
2018-01-02 10:07:00,14338.8659607
2018-01-02 10:08:00,14338.8659607
2018-01-02 10:09:00,14344.9590107
2018-01-02 10:10:00,14338.8659607
2018-01-02 10:11:00,14338.8659607
2018-01-02 10:12:00,14326.6798607
2018-01-02 10:13:00,14320.5868107
2018-01-02 10:14:00,14320.5868107
2018-01-02 10:15:00,14296.2146108
2018-01-02 10:16:00,14302.3076608
2018-01-02 10:17:00,14308.4007108
2018-01-02 10:18:00,14302.3076608
2018-01-02 10:19:00,14296.2146108
2018-01-02 10:20:00,14302.3076608
2018-01-02 10:21:00,14308.4007108
2018-01-02 10:22:00,14320.5868107
2018-01-02 10:23:00,14314.4937608
2018-01-02 10:24:00,14320.5868107
2018-01-02 10:25:00,14314.4937608
2018-01-02 10:26:00,14308.4007108
2018-01-02 10:27:00,14320.5868107
2018-01-02 10:28:00,14320.5868107
2018-01-02 10:29:00,14326.6798607
2018-01-02 10:30:00,14320.5868107
2018-01-02 10:31:00,14320.5868107
2018-01-02 10:32:00,14314.4937608
2018-01-02 10:33:00,14308.4007108
2018-01-02 10:34:00,14308.4007108
2018-01-02 10:35:00,14302.3076608
2018-01-02 10:36:00,14302.3076608
2018-01-02 10:37:00,14302.3076608
2018-01-02 10:38:00,14314.4937608
2018-01-02 10:39:00,14314.4937608
2018-01-02 10:40:00,14302.3076608
2018-01-02 10:41:00,14308.4007108
2018-01-02 10:42:00,14314.4937608
2018-01-02 10:43:00,14311.4472358
2018-01-02 10:44:00,14308.4007108
2018-01-02 10:45:00,14302.3076608
2018-01-02 10:46:00,14302.3076608
2018-01-02 10:47:00,14296.2146108
2018-01-02 10:48:00,14296.2146108
2018-01-02 10:49:00,14284.0285108
2018-01-02 10:50:00,14290.1215608
2018-01-02 10:51:00,14277.9354607
2018-01-02 10:52:00,14271.8424108
2018-01-02 10:53:00,14259.6563107
2018-01-02 10:54:00,14265.7493608
2018-01-02 10:55:00,14277.9354607
2018-01-02 10:56:00,14284.0285108
2018-01-02 10:57:00,14308.4007108
2018-01-02 10:58:00,14302.3076608
2018-01-02 10:59:00,14320.5868107
2018-01-02 11:00:00,14308.4007108
2018-01-02 11:01:00,14317.5402857
2018-01-02 11:02:00,14320.5868107
2018-01-02 11:03:00,14320.5868107
2018-01-02 11:04:00,14308.4007108
2018-01-02 11:05:00,14308.4007108
2018-01-02 11:06:00,14308.4007108
2018-01-02 11:07:00,14308.4007108
2018-01-02 11:08:00,14314.4937608
2018-01-02 11:09:00,14314.4937608
2018-01-02 11:10:00,14314.4937608
2018-01-02 11:11:00,14314.4937608
2018-01-02 11:12:00,14308.4007108
2018-01-02 11:13:00,14320.5868107
2018-01-02 11:14:00,14320.5868107
2018-01-02 11:15:00,14314.4937608
2018-01-02 11:16:00,14308.4007108
2018-01-02 11:17:00,14308.4007108
2018-01-02 11:18:00,14314.4937608
2018-01-02 11:19:00,14308.4007108
2018-01-02 11:20:00,14314.4937608
2018-01-02 11:21:00,14314.4937608
2018-01-02 11:22:00,14308.4007108
2018-01-02 11:23:00,14308.4007108
2018-01-02 11:24:00,14308.4007108
2018-01-02 11:25:00,14308.4007108
2018-01-02 11:26:00,14308.4007108
2018-01-02 11:27:00,14308.4007108
2018-01-02 11:28:00,14296.2146108
2018-01-02 11:29:00,14277.9354607
2018-01-02 11:30:00,14284.0285108
2018-01-02 11:31:00,14284.0285108
2018-01-02 11:32:00,14284.0285108
2018-01-02 11:33:00,14271.8424108
2018-01-02 11:34:00,14277.9354607
2018-01-02 11:35:00,14277.9354607
2018-01-02 11:36:00,14259.6563107
2018-01-02 11:37:00,14259.6563107
2018-01-02 11:38:00,14265.7493608
2018-01-02 11:39:00,14265.7493608
2018-01-02 11:40:00,14253.5632608
2018-01-02 11:41:00,14265.7493608
2018-01-02 11:42:00,14265.7493608
2018-01-02 11:43:00,14265.7493608
2018-01-02 11:44:00,14265.7493608
2018-01-02 11:45:00,14265.7493608
2018-01-02 11:46:00,14265.7493608
2018-01-02 11:47:00,14265.7493608
2018-01-02 11:48:00,14265.7493608
2018-01-02 11:49:00,14265.7493608
2018-01-02 11:50:00,14265.7493608
2018-01-02 11:51:00,14271.8424108
2018-01-02 11:52:00,14277.9354607
2018-01-02 11:53:00,14277.9354607
2018-01-02 11:54:00,14284.0285108
2018-01-02 11:55:00,14284.0285108
2018-01-02 11:56:00,14277.9354607
2018-01-02 11:57:00,14277.9354607
2018-01-02 11:58:00,14277.9354607
2018-01-02 11:59:00,14271.8424108
2018-01-02 12:00:00,14277.9354607
2018-01-02 12:01:00,14277.9354607
2018-01-02 12:02:00,14277.9354607
2018-01-02 12:03:00,14277.9354607
2018-01-02 12:04:00,14271.8424108
2018-01-02 12:05:00,14265.7493608
2018-01-02 12:06:00,14265.7493608
2018-01-02 12:07:00,14265.7493608
2018-01-02 12:08:00,14277.9354607
2018-01-02 12:09:00,14284.0285108
2018-01-02 12:10:00,14284.0285108
2018-01-02 12:11:00,14290.1215608
2018-01-02 12:12:00,14290.1215608
2018-01-02 12:13:00,14290.1215608
2018-01-02 12:14:00,14290.1215608
2018-01-02 12:15:00,14277.9354607
2018-01-02 12:16:00,14277.9354607
2018-01-02 12:17:00,14277.9354607
2018-01-02 12:18:00,14290.1215608
2018-01-02 12:19:00,14290.1215608
2018-01-02 12:20:00,14284.0285108
2018-01-02 12:21:00,14277.9354607
2018-01-02 12:22:00,14277.9354607
2018-01-02 12:23:00,14277.9354607
2018-01-02 12:24:00,14277.9354607
2018-01-02 12:25:00,14271.8424108
2018-01-02 12:26:00,14274.8889358
2018-01-02 12:27:00,14277.9354607
2018-01-02 12:28:00,14290.1215608
2018-01-02 12:29:00,14290.1215608
2018-01-02 12:30:00,14284.0285108
2018-01-02 12:31:00,14284.0285108
2018-01-02 12:32:00,14284.0285108
2018-01-02 12:33:00,14290.1215608
2018-01-02 12:34:00,14296.2146108
2018-01-02 12:35:00,14293.1680858
2018-01-02 12:36:00,14296.2146108
2018-01-02 12:37:00,14296.2146108
2018-01-02 12:38:00,14308.4007108
2018-01-02 12:39:00,14314.4937608
2018-01-02 12:40:00,14308.4007108
2018-01-02 12:41:00,14308.4007108
2018-01-02 12:42:00,14308.4007108
2018-01-02 12:43:00,14308.4007108
2018-01-02 12:44:00,14314.4937608
2018-01-02 12:45:00,14320.5868107
2018-01-02 12:46:00,14326.6798607
2018-01-02 12:47:00,14332.7729108
2018-01-02 12:48:00,14332.7729108
2018-01-02 12:49:00,14332.7729108
2018-01-02 12:50:00,14332.7729108
2018-01-02 12:51:00,14326.6798607
2018-01-02 12:52:00,14326.6798607
2018-01-02 12:53:00,14323.6333358
2018-01-02 12:54:00,14332.7729108
2018-01-02 12:55:00,14344.9590107
2018-01-02 12:56:00,14338.8659607
2018-01-02 12:57:00,14338.8659607
2018-01-02 12:58:00,14338.8659607
2018-01-02 12:59:00,14338.8659607
2018-01-02 13:00:00,14326.6798607
2018-01-02 13:01:00,14332.7729108
2018-01-02 13:02:00,14332.7729108
2018-01-02 13:03:00,14332.7729108
2018-01-02 13:04:00,14344.9590107
2018-01-02 13:05:00,14351.0520608
2018-01-02 13:06:00,14341.9124858
2018-01-02 13:07:00,14351.0520608
2018-01-02 13:08:00,14344.9590107
2018-01-02 13:09:00,14344.9590107
2018-01-02 13:10:00,14338.8659607
2018-01-02 13:11:00,14338.8659607
2018-01-02 13:12:00,14332.7729108
2018-01-02 13:13:00,14332.7729108
2018-01-02 13:14:00,14332.7729108
2018-01-02 13:15:00,14332.7729108
2018-01-02 13:16:00,14332.7729108
2018-01-02 13:17:00,14332.7729108
2018-01-02 13:18:00,14332.7729108
2018-01-02 13:19:00,14326.6798607
2018-01-02 13:20:00,14332.7729108
2018-01-02 13:21:00,14332.7729108
2018-01-02 13:22:00,14329.7263857
2018-01-02 13:23:00,14326.6798607
2018-01-02 13:24:00,14332.7729108
2018-01-02 13:25:00,14326.6798607
2018-01-02 13:26:00,14320.5868107
2018-01-02 13:27:00,14332.7729108
2018-01-02 13:28:00,14338.8659607
2018-01-02 13:29:00,14338.8659607
2018-01-02 13:30:00,14332.7729108
2018-01-02 13:31:00,14332.7729108
2018-01-02 13:32:00,14332.7729108
2018-01-02 13:33:00,14326.6798607
2018-01-02 13:34:00,14326.6798607
2018-01-02 13:35:00,14326.6798607
2018-01-02 13:36:00,14326.6798607
2018-01-02 13:37:00,14326.6798607
2018-01-02 13:38:00,14332.7729108
2018-01-02 13:39:00,14326.6798607
2018-01-02 13:40:00,14320.5868107
2018-01-02 13:41:00,14320.5868107
2018-01-02 13:42:00,14320.5868107
2018-01-02 13:43:00,14326.6798607
2018-01-02 13:44:00,14326.6798607
2018-01-02 13:45:00,14332.7729108
2018-01-02 13:46:00,14332.7729108
2018-01-02 13:47:00,14326.6798607
2018-01-02 13:48:00,14326.6798607
2018-01-02 13:49:00,14326.6798607
2018-01-02 13:50:00,14326.6798607
2018-01-02 13:51:00,14326.6798607
2018-01-02 13:52:00,14326.6798607
2018-01-02 13:53:00,14326.6798607
2018-01-02 13:54:00,14326.6798607
2018-01-02 13:55:00,14338.8659607
2018-01-02 13:56:00,14326.6798607
2018-01-02 13:57:00,14326.6798607
2018-01-02 13:58:00,14332.7729108
2018-01-02 13:59:00,14338.8659607
2018-01-02 14:00:00,14332.7729108
2018-01-02 14:01:00,14338.8659607
2018-01-02 14:02:00,14344.9590107
2018-01-02 14:03:00,14363.2381607
2018-01-02 14:04:00,14363.2381607
2018-01-02 14:05:00,14363.2381607
2018-01-02 14:06:00,14363.2381607
2018-01-02 14:07:00,14363.2381607
2018-01-02 14:08:00,14369.3312108
2018-01-02 14:09:00,14369.3312108
2018-01-02 14:10:00,14369.3312108
2018-01-02 14:11:00,14381.5173108
2018-01-02 14:12:00,14381.5173108
2018-01-02 14:13:00,14375.4242607
2018-01-02 14:14:00,14369.3312108
2018-01-02 14:15:00,14375.4242607
2018-01-02 14:16:00,14375.4242607
2018-01-02 14:17:00,14369.3312108
2018-01-02 14:18:00,14369.3312108
2018-01-02 14:19:00,14363.2381607
2018-01-02 14:20:00,14369.3312108
2018-01-02 14:21:00,14375.4242607
2018-01-02 14:22:00,14375.4242607
2018-01-02 14:23:00,14375.4242607
2018-01-02 14:24:00,14381.5173108
2018-01-02 14:25:00,14375.4242607
2018-01-02 14:26:00,14369.3312108
2018-01-02 14:27:00,14363.2381607
2018-01-02 14:28:00,14357.1451107
2018-01-02 14:29:00,14369.3312108
2018-01-02 14:30:00,14363.2381607
2018-01-02 14:31:00,14357.1451107
2018-01-02 14:32:00,14351.0520608
2018-01-02 14:33:00,14354.0985857
2018-01-02 14:34:00,14351.0520608
2018-01-02 14:35:00,14348.0055357
2018-01-02 14:36:00,14348.0055357
2018-01-02 14:37:00,14351.0520608
2018-01-02 14:38:00,14344.9590107
2018-01-02 14:39:00,14344.9590107
2018-01-02 14:40:00,14344.9590107
2018-01-02 14:41:00,14344.9590107
2018-01-02 14:42:00,14348.0055357
2018-01-02 14:43:00,14351.0520608
2018-01-02 14:44:00,14344.9590107
2018-01-02 14:45:00,14344.9590107
2018-01-02 14:46:00,14344.9590107
2018-01-02 14:47:00,14344.9590107
2018-01-02 14:48:00,14344.9590107
2018-01-02 14:49:00,14344.9590107
2018-01-02 14:50:00,14344.9590107
2018-01-02 14:51:00,14344.9590107
2018-01-02 14:52:00,14344.9590107
2018-01-02 14:53:00,14344.9590107
2018-01-02 14:54:00,14344.9590107
2018-01-02 14:55:00,14341.9124858
2018-01-02 14:56:00,14338.8659607
2018-01-02 14:57:00,14338.8659607
2018-01-02 14:58:00,14338.8659607
2018-01-02 14:59:00,14338.8659607
2018-01-02 15:00:00,14338.8659607
2018-01-02 15:01:00,14338.8659607
2018-01-02 15:02:00,14338.8659607
2018-01-02 15:03:00,14344.9590107
2018-01-02 15:04:00,14344.9590107
2018-01-02 15:05:00,14344.9590107
2018-01-02 15:06:00,14344.9590107
2018-01-02 15:07:00,14341.9124858
2018-01-02 15:08:00,14338.8659607
2018-01-02 15:09:00,14344.9590107
2018-01-02 15:10:00,14338.8659607
2018-01-02 15:11:00,14338.8659607
2018-01-02 15:12:00,14338.8659607
2018-01-02 15:13:00,14338.8659607
2018-01-02 15:14:00,14344.9590107
2018-01-02 15:15:00,14344.9590107
2018-01-02 15:16:00,14344.9590107
2018-01-02 15:17:00,14344.9590107
2018-01-02 15:18:00,14344.9590107
2018-01-02 15:19:00,14344.9590107
2018-01-02 15:20:00,14348.0055357
2018-01-02 15:21:00,14348.0055357
2018-01-02 15:22:00,14344.9590107
2018-01-02 15:23:00,14344.9590107
2018-01-02 15:24:00,14351.0520608
2018-01-02 15:25:00,14351.0520608
2018-01-02 15:26:00,14351.0520608
2018-01-02 15:27:00,14344.9590107
2018-01-02 15:28:00,14351.0520608
2018-01-02 15:29:00,14348.0055357
2018-01-03 04:59:00,14454.6339108
2018-01-03 05:00:00,14485.0991608
2018-01-03 05:01:00,14448.5408607
2018-01-03 05:02:00,14460.7269608
2018-01-03 05:03:00,14472.9130607
2018-01-03 05:04:00,14497.2852607
2018-01-03 05:05:00,14472.9130607
2018-01-03 05:06:00,14472.9130607
2018-01-03 05:07:00,14466.8200108
2018-01-03 05:08:00,14466.8200108
2018-01-03 05:09:00,14454.6339108
2018-01-03 05:10:00,14454.6339108
2018-01-03 05:11:00,14442.4478108
2018-01-03 05:12:00,14436.3547608
2018-01-03 05:13:00,14436.3547608
2018-01-03 05:14:00,14442.4478108
2018-01-03 05:15:00,14442.4478108
2018-01-03 05:16:00,14436.3547608
2018-01-03 05:17:00,14436.3547608
2018-01-03 05:18:00,14430.2617107
2018-01-03 05:19:00,14424.1686608
2018-01-03 05:20:00,14424.1686608
2018-01-03 05:21:00,14411.9825607
2018-01-03 05:22:00,14411.9825607
2018-01-03 05:23:00,14405.8895108
2018-01-03 05:24:00,14418.0756108
2018-01-03 05:25:00,14411.9825607
2018-01-03 05:26:00,14418.0756108
2018-01-03 05:27:00,14399.7964607
2018-01-03 05:28:00,14399.7964607
2018-01-03 05:29:00,14405.8895108
2018-01-03 05:30:00,14405.8895108
2018-01-03 05:31:00,14418.0756108
2018-01-03 05:32:00,14418.0756108
2018-01-03 05:33:00,14418.0756108
2018-01-03 05:34:00,14418.0756108
2018-01-03 05:35:00,14418.0756108
2018-01-03 05:36:00,14421.1221357
2018-01-03 05:37:00,14418.0756108
2018-01-03 05:38:00,14418.0756108
2018-01-03 05:39:00,14418.0756108
2018-01-03 05:40:00,14405.8895108
2018-01-03 05:41:00,14411.9825607
2018-01-03 05:42:00,14424.1686608
2018-01-03 05:43:00,14418.0756108
2018-01-03 05:44:00,14424.1686608
2018-01-03 05:45:00,14424.1686608
2018-01-03 05:46:00,14424.1686608
2018-01-03 05:47:00,14424.1686608
2018-01-03 05:48:00,14424.1686608
2018-01-03 05:49:00,14424.1686608
2018-01-03 05:50:00,14430.2617107
2018-01-03 05:51:00,14430.2617107
2018-01-03 05:52:00,14430.2617107
2018-01-03 05:53:00,14442.4478108
2018-01-03 05:54:00,14454.6339108
2018-01-03 05:55:00,14436.3547608
2018-01-03 05:56:00,14442.4478108
2018-01-03 05:57:00,14442.4478108
2018-01-03 05:58:00,14442.4478108
2018-01-03 05:59:00,14433.3082358
2018-01-03 06:00:00,14430.2617107
2018-01-03 06:01:00,14405.8895108
2018-01-03 06:02:00,14418.0756108
2018-01-03 06:03:00,14411.9825607
2018-01-03 06:04:00,14411.9825607
2018-01-03 06:05:00,14424.1686608
2018-01-03 06:06:00,14430.2617107
2018-01-03 06:07:00,14442.4478108
2018-01-03 06:08:00,14448.5408607
2018-01-03 06:09:00,14454.6339108
2018-01-03 06:10:00,14460.7269608
2018-01-03 06:11:00,14460.7269608
2018-01-03 06:12:00,14460.7269608
2018-01-03 06:13:00,14485.0991608
2018-01-03 06:14:00,14466.8200108
2018-01-03 06:15:00,14460.7269608
2018-01-03 06:16:00,14466.8200108
2018-01-03 06:17:00,14466.8200108
2018-01-03 06:18:00,14466.8200108
2018-01-03 06:19:00,14472.9130607
2018-01-03 06:20:00,14472.9130607
2018-01-03 06:21:00,14472.9130607
2018-01-03 06:22:00,14472.9130607
2018-01-03 06:23:00,14497.2852607
2018-01-03 06:24:00,14491.1922107
2018-01-03 06:25:00,14491.1922107
2018-01-03 06:26:00,14491.1922107
2018-01-03 06:27:00,14491.1922107
2018-01-03 06:28:00,14485.0991608
2018-01-03 06:29:00,14472.9130607
2018-01-03 06:30:00,14466.8200108
2018-01-03 06:31:00,14466.8200108
2018-01-03 06:32:00,14479.0061107
2018-01-03 06:33:00,14479.0061107
2018-01-03 06:34:00,14466.8200108
2018-01-03 06:35:00,14466.8200108
2018-01-03 06:36:00,14466.8200108
2018-01-03 06:37:00,14466.8200108
2018-01-03 06:38:00,14466.8200108
2018-01-03 06:39:00,14472.9130607
2018-01-03 06:40:00,14472.9130607
2018-01-03 06:41:00,14479.0061107
2018-01-03 06:42:00,14472.9130607
2018-01-03 06:43:00,14485.0991608
2018-01-03 06:44:00,14491.1922107
2018-01-03 06:45:00,14485.0991608
2018-01-03 06:46:00,14472.9130607
2018-01-03 06:47:00,14491.1922107
2018-01-03 06:48:00,14491.1922107
2018-01-03 06:49:00,14479.0061107
2018-01-03 06:50:00,14479.0061107
2018-01-03 06:51:00,14472.9130607
2018-01-03 06:52:00,14479.0061107
2018-01-03 06:53:00,14479.0061107
2018-01-03 06:54:00,14482.0526357
2018-01-03 06:55:00,14472.9130607
2018-01-03 06:56:00,14460.7269608
2018-01-03 06:57:00,14466.8200108
2018-01-03 06:58:00,14460.7269608
2018-01-03 06:59:00,14460.7269608
2018-01-03 07:00:00,14454.6339108
2018-01-03 07:01:00,14460.7269608
2018-01-03 07:02:00,14466.8200108
2018-01-03 07:03:00,14466.8200108
